text,label
my invoice amount is incorrect this is frustrating,billing
my parcel was delivered to the wrong address urgent,delivery
delivery took too long,delivery
i forgot my password and cannot reset it help me resolve this please help,account
i want to deactivate my account please help,account
where is my package? this is frustrating,delivery
the website is not loading properly asap kindly respond,technical_support
my invoice amount is incorrect asap,billing
my parcel was delivered to the wrong address thanks thanks,delivery
i need my receipt for last month this is frustrating,billing
the rider did not call me please help,delivery
the app is slow and freezing urgent,technical_support
what services do you provide? this is unacceptable,general_inquiry
delivery took too long urgent this is unacceptable,delivery
i need my receipt for last month this is unacceptable,billing
"your charges are too high, explain the bill asap",billing
